,price,S(m2),bedrooms,WCs,Address,Direction,news_code,date,content,title,link
1428,"
														1.32 tỷ																											",54,2,2,, Đông-Bắc, 80540, 14:17 22/04/2022,"Hiếm có khó tìm – Căn 57,5m2 (2 ngủ) giá 1,32 tỷ VÀO Ở NGAY
-Tiện cho khách làm việc tại Cầu Diễn, Mỹ Đình, Bắc Từ Liêm.
-Chuẩn bị sẵn 700tr – nhận nhà ở ngay - sổ hồng vĩnh viễn",Bán căn hộ 2PN-2VS,https://batdongsan.vn/ban-can-ho-2pn-2vs-r80540
1429,"
														7.5 triệu														/tháng													",30,1,1," River Gate, 155, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",, 77842, 19:04 09/03/2022,"Cho thuê officetal River Gate, Quận 4, di chuyển qua Q. 1, Bùi Viện, phố đi bộ, chợ Bến Thành... Chỉ 3 - 5phút. 
Giá: 7.5 triệu/tháng, full nội thất, có thể ở ngay tầng cao thoáng mát. 

* Vị trí River Gate, 155 Bến Vân Đồn, Phường 6, Quận 4, TP. HCM. 
* Tiện ích 5 sao cao cấp - An ninh tuyệt đối. 
- Hồ bơi tràn + Khu vườn BBQ. 
- Phòng tập gym, sân tennis... 
- Dịch vụ: Spa thư giãn, nhà trẻ, nhà thuốc... 
- Khu vui chơi cho trẻ em, công viên thông thoáng, mát mẻ, view đẹp. 
- Trung tâm thương mại, cửa hàng tiện lợi 24/24. 
- Bảo vệ 24/24 và camera giám sát thang máy và ngoài hành lang căn hộ. 
- Thang máy tốc độ cao, hệ thống PCCC tiêu chuẩn Quốc tế. 
- Tất cả sản phẩm đều mới 100%, Cập nhật giá hàng ngày. 
-------------------------------- 
* Với đội ngũ chuyên viên đông đảo và chuyên nghiệp, có trụ sở đặt tại tòa nhà Rivergate, chuyên cho thuê và bán những sản phẩm tốt nhất tại các tòa nhà River Gate,... 
* Tham quan lựa chọn căn hộ phù hợp theo nhu cầu và sở thích. 
* Hỗ trợ thủ tục sang nhượng, giấy tờ pháp lý, tạm trú, tạm vắng. 
* Tư vấn, hỗ trợ nhiệt tình, làm việc có trách nhiệm và uy tín đặt lên hàng đầu, Cam kết thông tin cập nhật nhanh nhất, mới nhất, chính xác nhất. 
* Liên hệ ngay để được hỗ trợ và chia sẻ nhiều hơn về sản phẩm... 
Liên hệ: 0936036106 để được hỗ trợ xem nhà.",HOT! Cho thuê officetel nội thất cơ bản 30m2 giá chỉ từ 7.5tr/th LH e Linh 0936036106,https://batdongsan.vn/hot-cho-thue-officetel-noi-that-co-ban-30m2-gia-chi-tu-75trth-lh-e-linh-0936036106-r77842
1430,"
														9 tỷ																											",108,,," Dự án Hải Giang Merry Land, Đường 19B, Xã Nhơn Hải, Quy Nhơn, Bình Định",, 69772, 10:26 05/03/2022,"Hải Giang Merry Land khu tổ hợp nghỉ dưỡng 5 sao đầu tiên tại Quy Nhơn và khu vực miền trung tây nguyên được mệnh danh là ""Vương Quốc Không Ngủ"". Dự án được Tập đoàn Hưng Thịnh đầu tư và phát triển với tổng vốn hơn 5 tỷ usd, quy mô lên đến 1000ha gồm khách sạn 5 sao, căn hộ condotel, biệt thự hollywood, biệt thự sân golf, dinh thự dành cho tổng thống, nhà phố, Bizhouse được quản lý và vận hành theo tiêu chuẩn Quốc tế của Tập đoàn Marriott, Sheraton và nhiều thương hiệu nổi tiếng khác. 
* Chủ đầu tư: Tập đoàn Hưng Thịnh. 
* Vị trí: Bán đảo Phương Mai TP. Quy Nhơn, Bình Định. 
* Quy mô: 1000 ha. 
* Giai đoạn 1 triển khai trên quỹ đất hơn 656ha vốn đầu tư hơn 48.825 tỷ đồng (tương đương 2,13 tỷ USD). 
* Diện tích xây dựng Bizhouse theo kiến trúc Mỹ - Âu, phân khu CaNal DisTrict gồm: 
+ Loại hình 1: 
Căn giữa: 6m x 18m (108m2). 
Tổng dt sàn xây dựng: 396.8m2 - 409.8m2. 
+ Lh 2: 
Căn giữa: 7.5m x 18m (135m2). 
Tổng dt sàn xây dựng: 508.8m2. 
+ Lh 3: 
Căn giữa: 8.25m x 18m (148.5m2). 
Tổng dt sàn xây dựng: 524m2. 
+ Lh 4. 
Căn giữa: 9m x 18m (162m2). 
Tổng dt sàn xây dựng: 559m2. 
+ Lh 5. 
Căn góc: 9.7m x 18m (174,6m2). 
Tổng dt sàn xây dựng: 607,8m2. 
+ Lh 6. 
Căn góc: 11m x 18m (198m2). 
Tổng dt sàn xây dựng: 635.5m2. 
+ Lh 7. 
Căn góc: 13.5m x 18m (243m2). 
Tổng dt sàn xây dựng: 888.5m2. 
* Gía dự kiến: 9 - 18 tỷ/căn. 
* Tiện ích nội khu siêu sang với: 
+ Quảng trường nhạc nước lớn nhất Đông Nam Á: Hơn 12,5ha. 
+ Sân golf 18 lỗ rộng hơn 152ha. 
+ Bến du thuyền với sức chứa 70 - 80 du thuyền. 
+ Trung tâm hội nghị 2500 chỗ nơi tổ chức các sự kiện mang tầm vóc Quốc tế. 
+ 4 Kênh đào với chiều dài hơn 1km. 
+ 36 phố phường. 
+ 34 Cây cầu đa sắc màu. 
+ 50 Thiết kế đặc biệt khác nhau. 
+ 2 Hồ cá Koi dài hơn 1,4 km. 
+ Hệ thống phòng tập Gym hiện đại. 
+ Hồ cảnh quan + quảng trường biển. 
+ Hệ thống bể bơi và hồ bơi riêng. 
+ Khu thể thao ngoài trời, bóng đá, bóng chuyền bãi biển. 
+ Khu Spa với dịch vụ làm đẹp. 
+ Hệ thống nhà hàng, quầy bar. 
* Tiện ích ngoại khu thuận tiện: 
+ Hệ thống cáp treo vượt biển đầu tiên tại Quy Nhơn dài hơn 2km nối từ Mũi Tấn tới bán đảo Phương Mai. 
+ Cao tốc từ sân bay Quốc tế Phù Cát về dự án chỉ mất 20 phút. 
+ Chỉ với 10 phút Du thuyền sẽ đưa quý khách đến với Merryland Hải Giang. 
+ 15 phút ô tô đi từ trung tâm thành phố qua cầu Thị Nại (cây cầu vượt biển dài nhất việt nam) về dự án. 
* Chính sách bán hàng. 
+ Thanh toán đợt 1 chỉ 8% ký HĐMB. 
+ Thanh toán trả góp 1% cho mỗi tháng tiếp theo. 
+ Ngân hàng hỗ trợ vay lên đến 70%, ân hạn nợ và gốc cho đến khi nhận nhà. 
+ Dự kiến bàn giao nhà 03 năm. 
+ Chiết khấu lên đến 3% + Voucher 3n2đ tại Singapore. 
* Hỗ trợ tư vấn trực tiếp trên cả nước. 
* Nhân viên trực dự án, hỗ trợ xem dự án 24/7. 
* Quý Anh Chị quan tâm đầu tư cũng như tham quan dự án miễn phí, xin liên vui lòng hệ sớm nhất để nhận thông tin và chính sách ưu đãi tốt từ chủ đầu tư. 
* PKD - CĐT: 0909.619.389 Mr Đô (có Zalo và Viber). 
Xin cảm ơn.","Hải Giang Merry Land Quy Nhơn mở bán GĐ1 giá chỉ từ 9tỷ/căn, CK 3% + voucher 3N2Đ tại Singapore",https://batdongsan.vn/hai-giang-merry-land-quy-nhon-mo-ban-gd1-gia-chi-tu-9tycan-ck-3-voucher-3n2d-tai-singapore-r69772
1431,"
														19 tỷ																											",154,15,10," Dự án Regal Maison Phú Yên, Tuy Hòa, Phú Yên",, 76202, 23:04 08/03/2022,"Chỉ thanh toán 20% Shophouse SÁT BIỂN Regal Maison Phú Yên, 2 năm sau thanh toán tiếp, sở hữu ngay! 

Thông tin sơ bộ: 
Diện tích đất: 7x22=154m2. 
Diện tích xây dựng: 588m2. 
Diện tích sử dụng: 620m2. 

- 5 tầng, shophouse xây hoàn thiện tiêu chuẩn 5 sao của Đất xanh Miền Trung. 

Regal Maison Phu Yen nằm trên ĐẠI LỘ HÙNG VƯƠNG 42M - đại lộ duy nhất của Phú Yên với 3 con đường nội khu thông thẳng ra biển, đồng thời là tâm điểm hưởng lợi trọn vẹn tất cả những tiện ích hàng đầu chỉ trong vài phút di chuyển. 

Chính sách thanh toán: 
Cho vay đến 60% giá trị căn nhà. 
Ân hạn nợ gốc và lãi suất 0% trong 24 tháng. 
Thời gian vay lên đến 35 năm. 
Thời gian thanh toán kéo dài đến 2 năm với 9 đợt chia nhỏ. 

Công ty cổ phần Đất Xanh Miền Trung. 
Hotline nhận báo giá và chính sách tốt nhất: 0911570789 
 Chuyên viên kinh doanh thuộc tập đoàn Đất Xanh Miền Trung","CHỈ THANH TOAN 20%, ĐỢI 2 NĂM SAU THANH TOÁN TIẾP, SỞ HỮU NGAY HÔM NAY TRƯỚC KHI TĂNG GIÁ15% VÀO T4",https://batdongsan.vn/chi-thanh-toan-20-doi-2-nam-sau-thanh-toan-tiep-so-huu-ngay-hom-nay-truoc-khi-tang-gia15-vao-t4-r76202
1432,"
														9 tỷ																											",235,,," Dự án Hoian D'or, Phường Cẩm Nam, Hội An, Quảng Nam",, 67034, 06:19 04/03/2022,"- Tọa lạc tại Cồn Bắp, phường Cẩm Nam, thành phố Hội An, tỉnh Quảng Nam. Nằm tại vị trí đắc địa cách trung tâm phố cổ Hội An chỉ 800m, Hoian dOr là dự án nằm trên khu đất vàng hiếm hoi còn sót lại bên cạnh phố cổ Hội An với 80% các mặt đều hướng ra con sông Thu Bồn thơ mộng. 

+ Diện tích đất: 80m2. 
+ Diện tích xây dựng: 235m2 (3 tầng + 1 tum 2 măt tiền). 
+ Loại hình kinh doanh: Siêu thị, văn phòng, kinh doanh. 

- Giá 9 tỷ 
- Thanh toán 15% ký HĐMB. 
- Ngân hàng TP Bank cho vay 65%. Hỗ trợ lãi suất 0% trong 18 tháng. 
- Hỗ trợ khai thác kinh doanh trong năm đầu tiên 
- Cam kết mua lại sau 5 năm với tỷ lệ 120% giá trị căn shophouse 

Đặc biệt: Chủ sở hữu Shophouse được sử dụng một khu vườn sinh thái trong khu nông nghiệp trong vòng 10 năm theo tỷ lệ quy đổi từ 60% 80% diện tích đất căn shophouse. 

* Bàn giao nhà tháng 7/2022. 
* Hoàn thiện bên ngoài và giao thô bên trong. 
* Sở hữu lâu dài.",Duy nhất 5 suất nội bộ shophouse liền kề phố cổ. Chiết khấu 20%. Nhận Shop kinh doanh ngay,https://batdongsan.vn/duy-nhat-5-suat-noi-bo-shophouse-lien-ke-pho-co-chiet-khau-20-nhan-shop-kinh-doanh-ngay-r67034
1433,"
														15 triệu														/tháng													",680,,,, Tây, 19727, 13:00 19/02/2022,"Đất mặt tiền đường 7m. Khu dân cư đông đúc, giao thông thuận tiện. Thuận tiện lợi mở cửa hàng điện máy, siêu thị, quãn ăn. Giá thuê 15 triệu/1 tháng. Cho thuê dài hsnj (5 năm)",Đất mặt tiền 680m2 (25.5*26.6) Võ Việt Tân,https://batdongsan.vn/dat-mat-tien-680m2-255266-vo-viet-tan-r19727
1434,"
														17 triệu														/tháng													",140,2,2," Dự án Phú Hòa I, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",, 75644, 16:07 08/03/2022,"Cho thuê Shophouse Chung cư Phú Hoà. 
Diện tích 140m2. 
Mặt tiền 8m. 
Gồm 2PN - 2WC. 
Được trang bị bếp, máy lạnh. 
Cửa cuốn an ninh. 
Khu vực dân cư sầm uất, Phù hợp kinh doanh, văn phòng. 
Giá cho thuê: 17tr - Cọc 2 tháng. 
Ưu tiên hợp đồng dài hạn. 
LH: 0968347757 - Thọ Dương.",Cho thuê Shophouse CC Phú Hoà 1,https://batdongsan.vn/cho-thue-shophouse-cc-phu-hoa-1-r75644
1435,"
														6.9 tỷ																											",64,5,6,,, 79221, 22:23 15/04/2022,"- Nhà 5 tầng, chủ xây 3 năm đã chuyển sang ở Biệt thự đẳng cấp. 
- Thiết kế hiện đại, các phòng nội thất khép kín.
- Cách chợ Mậu Lương khoảng 100m, Cách đèn đỏ Mậu Lương 100m, Cách trường học cấp 1, 2 chỉ khoảng 200m.. Giao thông đi lại thuận tiện.
- Khu vực dân cư phát triển, dân trí cao, an ninh tốt.  Ở thì sướng, kinh doanh bất chấp.
- Chủ làm công chức to, Con cái sự nghiệp thành đạt, tiền chủ như thế này là có hậu tốt.
- Phải nói là quá rẻ và đẹp. Liên hệ tôi, người thật việc thật.","Nhà quá rẻ và đẹp. 64m2, 5 tầng, phân lô, ô tô 7 chỗ chui vào nhà. Hơn 6 tỷ thôi. Liền kề Mậu Lương- Hà đông.",https://batdongsan.vn/nha-qua-re-va-dep-64m2-5-tang-phan-lo-o-to-7-cho-chui-vao-nha-hon-6-ty-thoi-lien-ke-mau-luong-ha-dong-r79221
1436,"
														10 triệu														/tháng													",117,,,, Đông-Nam, 48630, 14:44 23/02/2022,"Có đồng hồ điện chính
Có nước máy, nước giếng
Có hầm vệ sinh
Nơi khu dân cư an ninh trật tự, thoáng mát
Thuận tiện cho việc kinh doanh.",cho thue dat,https://batdongsan.vn/cho-thue-dat-r48630
1437,"
														Thỏa thuận																											",,,,,, 80496, 16:59 21/04/2022,"Khu đô thị Cồn Tiến Hội An là khu đô thị sinh thái có vị trí tứ cận độc tôn: Cận lộ - kề sông - kế biển -  cận rừng
- Nằm trên đại lộ Võ Chí Công kết nối Hội An và Nam Hội An thẳng vào sân bay Chu Lai
- Tiếp giáp sông Đế Võng với tầm nhìn không giới hạn
- Thuộc TP Hội An, cách trung tâm phố cổ chưa đầy 5km đồng thời Cồn Tiến còn kế bên Vịnh Cửa Đại hướng thẳng ra biển
Và trong lòng di sản Unesco rừng dừa Bảy Mẫu 
Thông tin tổng quan dự án:
-  Tên dự án: Khu đô thị Cồn Tiến
-  Tên dự án: Khu đô thị Cồn Tiến Hội An
-  Vị trí: Xã Cẩm Thanh, thành phố Hội An, tỉnh Quảng Nam
-  Quy mô: 31,1 ha
-   Pháp lý: Sở hữu lâu dài
-   Đơn vị tư vấn thiết kế: VTN Architect/ENCITY
Cảnh quan phong cách nhiệt đới đậm chất Hội An cùng Hệ thống tiện ích hài hòa giữa sôi động và yên tĩnh: như công viên hoa giấy, hồ vô cực nhạc nước, đường dạo bộ rừng dừa, khu  phố thương mại, … mọi thứ đều rất quy mô. 
Phần lớn dự án là cây xanh & mặt nước và quần thể dừa nước tự nhiên
Cồn Tiến là dự án ĐỘC NHẤT, gia chủ thượng lưu tại đây là ĐỘC QUYỀN, đồng thời ngôi nhà tương lai của bạn của bạn đang chất chứa tiềm năng cực lớn và ngày một gia tăng. 
Chủ đầu tư công ty cổ phần tập đoàn Đạt Phương (nổi tiếng NÓI LÀ LÀM) với mục tiêu kiến tạo khu đô thị Cồn Tiến trở thành không gian sống thượng lưu đẳng cấp và mang đến cảm xúc cân bằng và hài hòa cho gia chủ. 
THÀNH CÔNG TỪ 2 SẢN PHẨM ĐÃ BÁN
Thành công vang dội kiến tạo danh tiếng của Đạt Phương với 2 sản phẩm đã ra mắt là Casamia Hội An (đã bán hết toàn bộ biệt thự) và Casamia Calm Hội An (quét sạch giỏ hàng sau 15 ngày mở bán). 
Cồn Tiến sẽ như thế nào, quý khách hàng liên hệ chúng tôi ngay để cập nhật tức thì khi có tin tức MỚI NHẤT
Hotline: 0907 222 888 (Thiên Kim Real)",Sứt hút biệt thự sinh thái mặt sông tại thành phố Hội An - Khu đô thị Cồn Tiến,https://batdongsan.vn/sut-hut-biet-thu-sinh-thai-mat-song-tai-thanh-pho-hoi-an-khu-do-thi-con-tien-r80496
1438,"
														5.7 tỷ																											",142,,,,, 9040, 12:43 18/02/2022,"Mặt tiền kinh doanh trục chính khu Gia Viên phường Tân Hiệp
Cách đường Đồng Khởi 70m
Diện tích: 4,2 x 34m. Sổ riêng full thổ cư
Đường nhựa thông thoáng 2 oto né nhau.
có sẵn nhà cấp 4 kèm 6 phòng trọ đang thu nhập 6tr/ tháng",đất mặt tiền kinh doanh,https://batdongsan.vn/dat-mat-tien-kinh-doanh-r9040
1439,"
														57.5 tỷ																											",50,1,1,,, 78744, 08:42 14/04/2022,"PHÂN LÔ- Ô TÔ TRÁNH VỈA HÈ- KHU VỰC ỔN ĐỊNH SẦM UẤT-TIỆN ÍCH NGẬP TRÀN
+ Khu vực đã đi vào ổn định cực sầm uất, với đầy đủ tiện ích xung quanh.
+ Vị trí nằm ngay  sát Chung Cư Mipec, nối với khu đô thị Kiến Hưng Luxury, hạ tầng giao thông kết nối khu đô thị Thanh Hà.
+ Vị trí đẹp, đường trước nhà hơn 12m có vỉa hè rộng ô tô dừng đỗ ngày đêm.
+ Tiện ích đầy đủ của 1 khu đô thị mới gần 3 trường mẫu giáo, cấp 1, cấp 2, cấp 3, có tuyến xe bus 22B.
+ Liên hệ Mr Tùng để đi xem.","Bán nhà phân lô Mậu Lương, Kiến Hưng 50m2, mt 4m, 5.x tỷ",https://batdongsan.vn/ban-nha-phan-lo-mau-luong-kien-hung-50m2-mt-4m-5x-ty-r78744
1440,"
														35 triệu														/tháng													",100000,,6," Đường Nguyễn Thị Nhung, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",, 77504, 15:40 09/03/2022,"Cho thuê căn nhà phố thương mại shophouse trên đường Nguyễn Thị Nhung, con đường đẹp nhất khu đô thị Vạn Phúc, Phường Hiệp Bình Phước, Quốc lộ 13, Quận Thủ Đức. Cam kết giá thuê rẻ nhất khu vực. ĐT: 0987371907 Ms Lan (chính chủ). 

Phù hợp làm văn phòng. 
Phù hợp kinh doanh shop cửa hàng. 
Cho thuê nguyên căn hoặc theo tầng. Nhà phố thương mại vừa mới xây dựng xong với đặc điểm như sau: 
- Lô N12. Địa chỉ: 99 Nguyễn Thị Nhung, Khu dân cư Vạn Phúc, Quận Thủ Đức, TP. HCM. 
Quy mô: Diện tích đất 5x20m, 1 trệt, 1 lửng, 4 lầu. 
- Có thang máy. 
- Mỗi tầng có WC và cửa riêng. 
- Vỉa hè trước nhà cực rộng, theo thiết kế chung của tuyến phố thương mại. Trước nhà có mái che bằng kính cường lực vươn ra 2m như các trung tâm thương mại. 
- Đường trước nhà rộng 35m, là con đường trung tâm rộng và đẹp nhất khu Vạn Phúc Riverside kết nối thẳng ra Quốc lộ 13. 
- Phù hợp mở văn phòng công ty, showroom nội thất, văn phòng trưng bày và bán các sản phẩm phục vụ nhu cầu của một khu đô thị mới: Điện, đèn trang trí, vật liệu nội thất. Có thể ở kết hợp kinh doanh. 
- Giá thuê: 8 triệu/tháng/1 tầng. Hoặc nguyên căn 35 triệu / tháng. 
- Tìm hiểu thêm dự án tại: Http://vanphucriverside.com.vn/van-phuc-riverside-11171.html.","Cho thuê nhà có thang máy, 99 Nguyễn Thị Nhung, KDC Vạn Phúc Riverside, Thủ Đức. 0987371907 Ms Lan",https://batdongsan.vn/cho-thue-nha-co-thang-may-99-nguyen-thi-nhung-kdc-van-phuc-riverside-thu-duc-0987371907-ms-lan-r77504
1441,"
														2.52 tỷ																											",56,3,3," lạc long quân, điện dương, điện bàn, quảng nam", Đông-Bắc, 80335, 08:35 22/04/2022,"Chủ đầu tư: Tập đoàn Royal Capital uy tín 21 năm đầu tư chuỗi khách sạn 5 sao tại phố cổ Hội An
Với thiết kế 100% hướng biển hiếm có, mỗi căn hộ resort tại Shantira tận dụng mọi chi tiết kiến trúc để khuếch đại cảm xúc nghỉ dưỡng, mang cảnh sắc thiên nhiên vào nhà. Từ ban công xanh mát theo phong cách Địa Trung Hải, bình minh trên biển An Bàng tỏa rạng khắp không gian và tràn vào mọi góc nhà, cho gia chủ trải nghiệm kỳ nghỉ tuyệt vời với những cảm xúc không thể nào quên.
Điểm nổi bật của Shantira Hội A:
	Có View biển hiếm có – thuộc cung đường tỷ đô
	Cách mặt biển vài bước chân
Tổng số căn hộ: 497 căn
Cơ cấu sản phẩm:
Studio: 		203 căn diện tích 26.7 – 59.2 m2
1 phòng ngủ: 	239 căn diện tích 35.3 – 69,6 m2
2 phòng ngủ: 	51 căn diện tích 72 – 100 m2
3 phòng ngủ: 	4 căn diện tích 105.9 m2
* Chính sách siêu hấp dẫn:
	Chiết khấu từ 6 – 9% Giá trị HĐ",Căn hộ cao cấp View Biển An Bàng,https://batdongsan.vn/can-ho-cao-cap-view-bien-an-bang-r80335
